timestamp,mg320,pg12,evg,jager,schl1,schl4,schl5,schl6,schl7
07:31:15,0,0,0,0,0,0,0,0,0
07:31:24,0,0,0,0,0,0,0,0,0
07:31:33,0,0,0,0,0,0,0,0,0
07:31:42,0,0,0,0,0,0,0,0,0
07:31:51,0,0,0,0,0,0,0,0,0
07:31:59,0,0,0,0,0,0,0,0,0
07:32:08,0,0,0,0,0,0,0,0,0
07:32:34,0,0,0,0,0,0,0,0,0
07:32:43,0,0,0,0,0,0,0,0,0
07:32:52,0,0,0,0,0,0,0,0,0
07:33:01,0,0,0,0,0,0,0,0,0
07:33:10,0,0,0,0,0,0,0,0,0
07:33:19,0,0,0,0,0,0,0,0,0
07:33:28,0,0,0,0,0,0,0,0,0
07:34:03,0,0,0,0,0,0,0,0,0
07:34:12,0,0,0,0,0,0,0,0,0
07:34:20,0,0,0,0,0,0,0,0,0
07:34:29,0,0,0,0,0,0,0,0,0
07:34:38,0,0,0,0,0,0,0,0,0
07:34:47,0,0,0,0,0,0,0,0,0
07:35:13,0,0,0,0,0,0,0,0,0
07:35:22,0,0,0,0,0,0,0,0,0
07:35:31,0,0,0,0,0,0,0,0,0
07:35:40,0,0,0,0,0,0,0,0,0
07:35:49,0,0,0,0,0,0,0,0,0
07:35:57,0,0,0,0,0,0,0,0,0
07:36:06,0,0,0,0,0,0,0,0,0
07:36:32,0,0,0,0,0,0,0,0,0
07:36:41,0,0,0,0,0,0,0,0,0
07:36:50,0,0,0,0,0,0,0,0,0
07:36:59,0,0,0,0,0,0,0,0,0
07:37:08,0,0,0,0,0,0,0,0,0
07:37:16,0,0,0,0,0,0,0,0,0
07:37:25,0,0,0,0,0,0,0,0,0
07:37:34,0,0,0,0,0,0,0,0,0
07:37:43,0,0,0,0,0,0,0,0,0
07:38:09,0,0,0,0,0,0,0,0,0
07:38:18,0,0,0,0,0,0,0,0,0
07:38:27,0,0,0,0,0,0,0,0,0
07:38:36,0,0,0,0,0,0,0,0,0
07:38:45,0,0,0,0,0,0,0,0,0
07:38:54,0,0,0,0,0,0,0,0,0
07:39:02,0,0,0,0,0,0,0,0,0
07:39:11,0,0,0,0,0,0,0,0,0
07:39:20,0,0,0,0,0,0,0,0,0
07:39:46,0,0,0,0,0,0,0,0,0
07:39:55,0,0,0,0,0,0,0,0,0
07:40:04,0,0,0,0,0,0,0,0,0
07:40:13,0,0,0,0,0,0,0,0,0
07:40:22,0,0,0,0,0,0,0,0,0
07:40:31,0,0,0,0,0,0,0,0,0
07:40:39,0,0,0,0,0,0,0,0,0
07:41:06,0,0,0,0,0,0,0,0,0
07:41:14,0,0,0,0,0,0,0,0,0
07:41:23,84,0,0,0,0,0,0,0,0
07:41:32,0,0,0,0,0,0,0,0,0
07:41:41,38,0,0,0,0,0,0,0,0
07:41:50,83,0,0,0,0,0,0,0,0
07:41:59,99,0,0,0,0,0,0,0,0
07:42:08,102,0,0,0,0,0,0,0,0
07:42:34,0,0,0,0,0,0,0,0,0
07:42:43,0,0,0,0,0,0,0,0,0
07:42:52,0,0,0,0,0,0,0,0,0
07:43:00,0,0,0,0,0,0,0,0,0
07:43:09,0,0,0,0,0,0,0,0,0
07:43:18,0,0,0,0,0,0,0,0,0
07:43:45,0,0,0,0,35,0,0,0,0
07:43:54,0,0,0,0,82,0,0,0,0
07:44:03,0,0,0,0,78,0,0,0,0
07:44:12,0,0,0,0,39,0,0,0,0
07:44:22,43,0,0,0,78,0,0,0,0
07:44:31,102,0,0,0,84,0,0,0,20
07:44:40,99,0,0,0,36,0,0,0,52
07:44:49,111,0,0,0,78,0,0,0,53
07:44:59,108,0,0,0,82,0,0,0,53
07:45:11,96,0,0,0,86,0,0,0,54
07:45:31,0,0,0,0,82,0,0,0,54
07:45:53,0,70,0,0,0,0,0,0,0
07:46:25,0,71,0,0,0,0,0,0,0
07:46:45,0,0,0,0,0,0,20,0,0
07:46:54,0,0,0,0,0,0,0,0,0
07:47:15,0,77,0,0,0,0,0,0,0
07:47:25,0,76,0,0,0,0,0,0,0
07:47:37,0,76,0,0,0,0,0,0,55
07:47:49,0,77,0,0,0,0,0,0,53
07:47:59,0,76,0,0,0,0,0,0,55
07:48:08,0,73,0,0,0,0,0,0,53
07:48:23,20,59,0,0,0,0,0,0,52
07:49:12,0,77,0,0,0,0,0,0,0
07:49:22,0,0,0,0,0,0,0,0,0
07:49:31,0,0,0,0,0,0,0,0,0
07:49:50,0,0,0,0,0,0,0,0,0
07:50:01,0,0,0,0,0,0,0,0,0
07:50:15,0,0,0,0,0,0,0,0,0
07:50:25,46,0,0,0,0,0,0,0,0
07:50:36,94,0,0,0,0,0,0,0,0
07:50:45,99,0,0,0,0,0,0,0,0
07:50:54,99,0,0,0,0,0,0,0,0
07:51:07,105,20,0,0,0,0,0,0,0
07:51:26,99,0,0,0,0,0,0,0,0
07:51:35,96,0,0,0,0,0,0,0,0
07:51:46,108,0,0,0,0,0,0,0,0
07:51:55,102,73,0,0,0,0,0,0,0
07:52:05,105,77,0,0,0,0,0,0,0
07:52:15,105,72,0,0,0,0,0,0,0
07:52:24,0,76,0,0,0,0,0,0,0
07:52:34,0,77,0,0,0,0,0,0,53
07:52:43,0,0,0,0,0,0,0,0,54
07:52:52,0,0,0,0,0,0,0,0,54
07:53:01,0,0,0,0,0,0,0,0,54
07:53:11,0,0,0,0,0,0,0,0,53
07:53:20,0,0,0,0,0,0,0,0,56
07:53:29,0,0,0,0,0,0,0,0,53
07:53:38,0,0,0,0,0,0,0,0,20
08:01:16,0,0,0,0,86,0,0,0,53
08:01:24,0,0,0,0,82,0,0,0,55
08:01:33,0,0,0,0,86,0,0,0,54
08:02:15,0,0,0,0,90,0,0,0,53
08:02:24,20,0,0,0,80,0,0,0,50
08:02:33,42,0,0,0,88,0,0,0,54
08:02:41,47,0,0,0,0,0,0,0,54
08:02:50,83,0,0,0,88,0,0,0,53
08:02:59,105,0,0,0,93,0,0,0,55
08:03:08,0,0,0,0,95,0,0,0,54
08:03:16,0,0,0,0,88,0,0,0,54
08:03:25,0,65,0,0,95,0,0,0,53
08:03:34,0,0,0,0,88,0,0,0,53
08:03:42,0,0,0,0,39,0,0,0,53
08:03:51,0,0,0,0,90,0,0,0,54
08:04:00,0,0,0,0,38,0,0,0,54
08:04:09,0,0,0,0,90,0,0,0,56
08:04:18,0,0,0,0,84,0,0,0,54
08:04:28,0,60,0,0,86,0,0,0,0
08:04:37,0,69,0,0,90,0,0,0,51
08:04:46,0,71,0,0,86,0,0,0,50
08:04:55,0,67,0,0,90,0,0,0,55
08:05:04,0,76,0,0,88,0,0,0,54
08:05:15,0,76,0,0,88,0,0,0,54
08:05:24,20,74,0,0,88,0,0,0,20
08:05:33,35,77,0,0,93,0,0,0,53
08:05:42,83,0,0,0,90,0,0,0,54
08:05:51,108,20,0,0,90,0,0,0,55
08:06:00,105,0,0,0,93,0,0,0,54
08:06:09,96,0,0,0,88,0,0,0,54
08:06:17,105,0,0,0,88,0,0,0,0
08:06:27,108,0,0,0,88,0,0,0,54
08:06:36,96,0,0,0,86,0,0,0,56
08:06:45,108,0,0,0,88,0,0,0,52
08:06:56,108,0,0,0,82,0,0,0,55
08:07:25,108,74,0,0,90,0,0,0,31
08:10:29,108,76,0,0,90,0,0,0,55
08:11:33,108,77,0,0,84,0,0,0,50
08:11:58,102,77,0,0,0,0,0,0,30
08:12:07,96,65,0,0,0,0,0,0,31
08:12:16,99,76,0,0,0,0,0,0,30
08:12:25,111,74,0,0,0,0,0,0,28
08:12:33,102,64,0,0,0,0,0,0,32
08:12:44,108,77,0,0,0,0,0,0,54
08:12:54,102,76,0,0,20,0,0,0,55
08:13:03,99,77,0,0,84,0,0,0,54
08:13:13,111,76,0,0,86,0,0,0,54
08:13:22,99,77,0,0,0,0,0,0,55
08:13:31,99,75,0,0,86,0,0,0,55
08:13:39,99,77,0,0,78,0,0,0,54
08:13:48,105,76,0,0,86,0,0,0,0
08:13:57,111,75,0,0,41,0,0,0,54
08:14:06,99,75,0,0,38,0,0,0,55
08:14:15,99,0,0,0,88,0,0,0,54
08:14:26,108,76,0,0,82,0,0,0,55
08:14:36,102,76,0,0,0,0,0,0,0
08:14:48,99,60,0,0,0,0,0,0,0
08:14:56,105,55,0,0,0,0,0,0,0
08:15:05,108,73,0,0,0,0,0,0,0
08:15:14,102,77,0,0,0,0,0,0,28
08:15:23,102,76,0,0,0,0,0,0,0
08:15:32,102,77,0,0,0,0,0,0,0
08:15:41,105,76,0,0,0,0,0,0,53
08:15:50,99,0,0,0,0,0,0,0,55
08:16:00,99,0,0,0,0,0,0,0,50
08:16:09,99,0,0,0,0,0,0,0,50
08:16:19,102,0,0,0,0,0,0,0,0
08:16:28,102,0,0,0,0,0,0,0,31
08:16:37,108,0,0,0,0,0,0,0,0
08:16:47,99,0,0,0,0,0,0,0,0
08:16:58,108,0,0,0,0,0,0,0,0
08:17:07,102,0,0,0,0,0,0,0,0
08:17:36,102,76,0,0,0,0,0,0,0
08:17:46,99,75,0,0,0,0,0,0,0
08:18:01,108,72,0,0,0,0,0,0,28
08:18:16,111,76,0,0,0,0,0,0,32
08:18:27,108,76,0,0,0,0,0,0,52
08:18:59,96,75,0,0,0,0,0,0,55
08:19:13,108,45,0,0,0,0,0,0,0
08:19:35,108,58,0,0,0,0,0,0,55
08:19:46,108,78,0,0,0,0,0,0,55
08:20:49,102,0,0,0,0,0,0,0,55
08:20:55,102,0,0,0,0,0,0,0,54
08:21:01,111,0,0,0,0,0,0,0,55
08:21:07,105,0,0,0,0,0,0,0,0
08:21:14,102,0,0,0,0,0,0,0,51
08:21:20,108,0,0,0,0,0,0,0,55
08:21:26,108,0,0,0,0,0,0,0,55
08:21:32,102,0,0,0,0,0,0,0,54
08:21:38,108,0,0,0,0,0,0,0,53
08:21:44,108,0,0,0,0,0,0,0,54
08:21:50,102,0,0,0,0,0,0,0,55
08:21:56,99,0,0,0,0,0,0,0,55
08:22:02,111,0,0,0,0,0,0,0,20
08:22:08,102,0,0,0,0,0,0,0,46
08:22:15,99,0,0,0,0,0,0,0,55
08:22:21,108,0,0,0,0,0,0,0,55
08:22:27,108,0,0,0,0,0,0,0,54
08:22:33,102,0,0,0,0,0,0,0,53
08:22:39,105,0,0,0,0,0,0,0,54
08:22:45,108,0,0,0,0,0,0,0,55
08:22:51,105,0,0,0,0,0,0,0,0
08:22:57,111,0,0,0,0,0,0,0,0
08:23:03,108,0,0,0,0,0,0,0,0
08:23:09,99,0,0,0,0,0,0,0,0
08:23:16,108,0,0,0,0,0,0,0,0
08:23:22,111,0,0,0,0,0,0,0,0
08:23:28,105,0,0,0,0,0,0,0,0
08:23:34,105,0,0,0,0,0,0,0,0
08:23:40,111,0,0,0,0,0,0,0,0
08:23:46,102,0,0,0,0,0,0,0,0
08:23:52,99,0,0,0,0,0,0,0,0
08:23:58,111,0,0,0,0,0,0,0,0
08:24:04,108,0,0,0,0,0,0,0,0
08:24:11,108,0,0,0,0,0,0,0,54
08:24:17,0,0,0,0,0,0,0,0,55
08:24:23,0,0,0,0,0,0,0,0,50
08:24:29,0,0,0,0,0,0,0,0,55
08:24:35,0,0,0,0,0,0,0,0,54
08:24:41,0,0,0,0,0,0,0,0,55
08:24:47,20,0,0,0,0,0,0,0,54
08:24:53,45,0,0,0,0,0,0,0,55
08:24:59,81,0,0,0,0,0,0,0,0
08:25:05,105,0,0,0,35,0,0,0,0
08:25:12,108,0,0,0,78,0,0,0,0
08:25:18,108,0,0,0,88,0,0,0,0
08:25:24,102,0,0,0,88,0,0,0,30
08:25:30,105,0,0,0,86,0,0,0,54
08:25:36,105,0,0,0,86,0,0,0,54
08:25:42,105,0,0,0,84,0,0,0,55
08:25:48,105,0,0,0,38,0,0,0,54
08:25:54,105,0,0,0,88,0,0,0,55
08:26:00,108,0,0,0,84,0,0,0,55
08:26:06,105,0,0,0,86,0,0,0,53
08:26:12,108,0,0,0,37,0,0,0,0
08:26:19,108,0,0,0,88,0,0,0,0
08:26:25,105,0,0,0,88,0,0,0,0
08:26:31,101,0,0,0,86,0,0,0,0
08:26:37,108,0,0,0,80,0,0,0,0
08:26:43,105,0,0,0,82,0,0,0,0
08:26:49,102,0,0,0,90,0,0,0,0
08:26:55,108,0,0,0,86,0,0,0,0
08:27:01,99,0,0,0,88,0,0,0,0
08:27:07,99,0,0,0,90,0,0,0,0
08:27:13,105,0,0,0,86,0,0,0,0
08:27:20,108,0,0,0,73,0,0,0,0
08:27:26,102,0,0,0,82,0,0,0,30
08:27:32,111,0,0,0,82,0,0,0,49
08:27:38,108,0,0,0,86,0,0,0,55
08:27:44,108,0,0,0,82,0,0,0,54
08:27:50,108,0,0,0,82,0,0,0,0
08:27:56,108,0,0,0,84,0,0,0,0
08:28:02,99,0,0,0,82,0,0,0,27
08:28:08,105,0,0,0,86,0,0,0,55
08:28:14,108,0,0,0,88,0,0,0,55
08:28:20,99,0,0,0,38,0,0,0,0
08:28:26,111,0,0,0,84,0,0,0,55
08:28:42,108,0,0,0,20,0,0,0,54
08:28:48,108,0,0,0,80,0,0,0,55
08:28:54,99,0,0,0,84,0,0,0,54
08:29:00,111,0,0,0,88,0,0,0,55
08:29:06,105,0,0,0,75,0,0,0,54
08:29:13,102,0,0,0,86,0,0,0,55
08:29:19,111,0,0,0,84,0,0,0,0
08:29:25,105,0,0,0,80,0,0,0,0
08:29:31,102,0,0,0,86,0,0,0,0
08:29:37,105,0,0,0,88,0,0,0,0
08:29:43,105,0,0,0,90,0,0,0,0
08:29:49,105,0,0,0,86,0,0,0,0
08:30:05,102,0,0,0,86,0,0,0,0
08:30:11,105,20,0,0,84,0,0,0,55
08:30:17,108,0,0,0,86,0,0,0,0
08:30:23,108,0,0,0,86,0,0,0,31
08:30:29,101,0,0,0,84,0,0,0,0
08:30:35,105,20,0,0,84,0,0,0,0
08:30:41,99,0,0,0,86,0,0,0,0
08:30:47,108,0,0,0,84,0,0,0,0
08:30:53,108,0,0,0,88,0,0,0,0
08:30:59,99,0,0,0,86,0,0,0,0
08:31:05,108,0,0,0,84,0,0,0,0
08:31:11,108,0,0,0,88,0,0,0,0
08:31:17,102,0,0,0,90,0,0,0,0
08:31:23,108,0,0,0,84,0,0,0,0
08:31:29,108,0,0,0,78,0,0,0,0
08:31:35,108,0,0,0,93,0,0,0,0
08:31:41,108,0,0,0,80,0,0,0,0
08:31:47,105,0,0,0,84,0,0,0,0
08:31:53,102,0,0,0,88,0,0,0,0
08:31:59,111,0,0,0,86,0,0,0,0
08:32:05,108,0,0,0,88,0,0,0,54
08:32:11,104,0,0,0,84,0,0,0,54
08:32:18,108,0,0,0,80,0,0,0,54
08:32:24,108,0,0,0,86,0,0,0,54
08:32:30,108,0,0,0,0,0,0,0,55
08:32:36,108,0,0,0,0,0,0,0,54
08:32:42,102,0,0,0,20,0,0,0,0
08:32:48,108,0,0,0,84,0,0,0,0
08:32:54,108,0,0,0,80,0,0,0,0
08:33:00,105,0,0,0,86,0,0,0,0
08:33:06,105,0,0,0,62,0,0,0,0
08:33:12,105,0,0,0,75,0,0,0,0
08:33:18,108,0,0,0,86,0,0,0,0
08:33:24,105,20,0,0,82,0,0,0,0
08:33:30,108,0,0,0,84,0,0,0,54
08:33:36,102,0,0,0,71,0,0,0,54
08:33:42,111,0,0,0,86,0,0,0,54
08:33:48,108,0,0,0,75,0,0,0,54
08:33:54,102,0,0,0,38,0,0,0,56
08:34:00,111,20,0,0,84,0,0,0,54
08:34:06,111,0,0,0,88,0,0,0,54
08:34:13,102,0,0,0,0,0,0,0,48
08:34:19,111,0,0,0,0,0,0,0,0
08:34:25,111,0,0,0,0,0,0,0,0
08:34:31,102,0,0,0,0,0,0,0,0
08:34:37,108,0,0,0,0,0,0,0,0
08:34:43,108,0,0,0,0,0,0,0,0
08:34:49,99,0,0,0,0,0,0,0,30
08:34:55,108,0,0,0,0,0,0,0,53
08:35:01,108,0,0,0,0,0,0,0,54
08:35:07,102,0,0,0,84,0,0,0,50
08:35:13,105,0,0,0,86,0,0,0,55
08:35:19,105,0,0,0,88,0,0,0,51
08:35:25,105,0,0,0,39,0,0,0,54
08:35:31,108,0,0,0,86,0,0,0,54
08:35:37,111,0,0,0,80,0,0,0,0
08:35:43,99,0,0,0,0,0,0,0,54
08:35:49,111,0,0,0,0,0,0,0,54
08:35:55,108,0,0,0,0,0,0,0,52
08:36:01,102,0,0,0,0,0,0,0,50
08:36:07,108,0,0,0,0,0,0,0,52
08:36:13,105,0,0,0,0,0,0,0,55
08:36:19,105,0,0,0,0,0,0,0,53
08:36:25,108,0,0,0,0,0,0,0,54
08:36:31,105,0,0,0,0,0,0,0,51
08:36:37,99,0,0,0,0,0,0,0,50
08:36:44,105,0,0,0,0,0,0,0,55
08:36:50,108,0,0,0,0,0,0,0,52
08:36:56,102,0,0,0,0,0,0,0,54
08:37:02,105,20,0,0,0,0,0,0,55
08:37:08,108,62,0,0,0,0,0,0,55
08:37:14,102,77,0,0,0,0,0,0,53
08:37:20,105,64,0,0,20,0,0,0,20
08:37:26,108,77,0,0,82,0,0,0,54
08:37:32,105,74,0,0,84,0,0,0,54
08:37:38,105,75,0,0,86,0,0,0,56
08:37:44,108,77,0,0,90,0,0,0,51
08:37:50,102,71,0,0,75,0,0,0,53
08:37:56,102,0,0,0,57,0,0,0,56
08:38:02,108,0,0,0,84,0,0,0,54
08:38:08,105,0,0,0,86,0,0,0,0
08:38:14,102,0,0,0,86,0,0,0,22
08:38:20,108,0,0,0,82,0,0,0,32
08:38:26,111,0,0,0,0,0,0,0,54
08:38:32,102,0,0,0,0,0,0,0,55
08:38:38,108,0,0,0,0,0,0,0,55
08:38:45,104,0,0,0,0,0,0,0,54
08:38:51,102,0,0,0,0,0,0,0,54
08:38:57,105,0,0,0,0,0,0,0,54
08:39:03,105,0,0,0,0,0,0,0,0
08:39:09,102,0,0,0,0,0,0,0,0
08:39:15,105,0,0,0,0,0,0,0,0
08:39:21,108,0,0,0,0,0,0,0,0
08:39:27,102,0,0,0,0,0,0,0,0
08:39:33,108,0,0,0,0,0,0,0,0
08:39:39,105,0,0,0,82,0,0,0,0
08:39:45,105,0,0,0,60,0,0,0,0
08:39:51,105,0,0,0,0,0,0,0,0
08:39:57,105,0,0,0,0,0,0,0,0
08:40:03,102,20,0,0,0,0,0,0,0
08:40:09,105,0,0,0,0,0,0,0,0
08:40:15,102,0,0,0,0,0,0,0,0
08:40:22,105,0,0,0,0,0,0,0,0
08:40:28,105,0,0,0,0,0,0,0,20
08:40:34,102,20,0,0,0,0,0,0,52
08:40:40,102,77,0,0,0,0,0,0,52
08:40:46,108,0,0,0,0,0,0,0,54
08:40:52,102,0,0,0,0,0,0,0,53
08:40:58,108,0,0,0,0,0,0,0,53
08:41:04,105,0,0,0,0,0,0,0,53
08:41:10,105,0,0,0,0,0,0,0,54
08:41:16,105,0,0,0,0,0,0,0,0
08:41:22,108,0,0,0,0,0,0,0,0
08:41:28,102,0,0,0,0,0,0,0,0
08:41:34,105,0,0,0,0,0,0,0,53
08:41:41,105,0,0,0,0,0,0,0,53
08:41:47,102,0,0,0,0,0,0,0,53
08:41:53,105,0,0,0,0,0,0,0,55
08:41:59,105,0,0,0,0,0,0,0,51
08:42:05,105,0,0,0,0,0,0,0,55
08:42:11,108,0,0,0,0,0,0,0,55
08:42:17,102,0,0,0,0,0,0,0,0
08:42:23,105,0,0,0,0,0,0,0,55
08:42:29,105,0,0,0,0,0,0,0,53
08:42:35,102,70,0,0,0,0,0,0,54
08:42:41,105,77,0,0,0,0,0,0,48
08:42:47,108,77,0,0,0,0,0,0,54
08:42:53,102,77,0,0,0,0,0,0,53
08:42:59,105,74,0,0,0,0,0,0,54
08:43:05,105,69,0,0,0,0,0,0,55
08:43:21,105,59,0,0,0,0,0,0,53
08:43:27,102,79,0,0,0,0,0,0,55
08:43:33,105,79,0,0,0,0,0,0,54
08:43:39,105,78,0,0,0,0,0,0,55
08:43:45,105,77,0,0,0,0,0,0,53
08:43:51,105,73,0,0,0,0,0,0,55
08:43:57,102,81,0,0,0,0,0,0,54
08:44:04,102,82,0,0,0,0,0,0,0
08:44:10,108,20,0,0,0,0,0,0,30
08:44:16,105,70,0,0,0,0,0,0,55
08:44:22,105,70,0,0,0,0,0,0,54
08:44:28,108,81,0,0,0,0,0,0,54
08:44:43,105,70,0,0,0,0,0,0,55
08:44:49,102,81,0,0,0,0,0,0,55
08:44:55,108,82,0,0,0,0,0,0,53
08:45:01,105,83,0,0,0,0,0,0,0
08:45:07,105,78,0,0,0,0,0,0,0
08:45:13,104,83,0,0,0,0,0,0,51
08:45:20,0,82,0,0,0,0,0,0,0
08:45:26,0,0,0,0,0,0,0,0,0
08:45:32,0,0,0,0,0,0,0,0,0
08:45:38,0,0,0,0,0,0,0,0,53
08:45:44,0,0,0,0,0,0,0,0,54
08:45:50,0,0,0,0,0,0,0,0,53
08:45:56,0,0,0,0,0,0,0,0,53
08:46:02,0,79,0,0,0,0,0,0,55
08:46:08,0,63,0,0,0,0,0,0,54
08:46:14,0,74,0,0,0,0,0,0,54
08:46:20,0,81,0,0,0,0,0,0,20
08:46:26,0,79,0,0,0,20,0,0,53
08:46:32,37,81,0,0,0,0,0,0,55
08:46:38,46,82,0,0,0,0,0,0,55
08:46:44,83,82,0,0,0,0,0,0,54
08:46:50,0,82,0,0,0,0,0,0,50
08:46:56,0,77,0,0,0,0,0,0,53
08:47:02,0,83,0,0,0,0,0,0,54
08:47:08,0,80,0,0,0,0,0,0,35
08:47:14,0,81,0,0,0,0,0,0,20
08:47:20,0,81,0,0,0,0,0,0,28
08:47:26,0,80,0,0,0,0,0,0,30
08:47:32,0,80,0,0,0,0,0,0,31
08:47:38,0,81,0,0,0,0,0,0,31
08:47:45,0,57,0,0,0,0,0,0,31
08:47:51,0,0,0,0,0,0,0,0,30
08:47:57,0,0,0,0,0,0,0,0,54
08:48:03,0,0,0,0,0,0,0,0,55
08:48:09,0,0,0,0,0,0,0,0,0
08:48:15,0,0,0,0,0,0,0,0,0
08:48:21,0,0,0,0,0,0,0,0,0
08:48:27,0,0,0,0,0,0,0,0,0
08:48:33,0,0,0,0,0,0,0,0,0
08:48:39,0,0,0,0,0,0,0,0,0
08:48:45,0,0,0,0,0,0,0,0,0
08:48:51,0,0,0,0,0,0,0,0,54
08:48:58,0,0,0,0,0,0,0,0,0
08:49:04,0,0,0,0,0,0,0,0,0
08:49:10,0,0,0,0,0,0,0,0,0
08:49:16,0,0,0,0,0,0,0,0,0
08:49:22,0,0,0,0,0,0,0,0,0
08:49:28,0,0,0,0,0,0,0,0,20
08:49:34,0,0,0,0,0,0,0,0,0
08:49:40,0,0,0,0,0,0,0,0,54
08:49:46,0,0,0,0,0,0,0,0,0
08:49:52,0,60,0,0,0,0,0,0,0
08:49:58,0,73,0,0,0,0,0,0,54
08:50:05,0,80,0,0,0,0,0,0,0
08:50:11,0,39,0,0,0,0,0,0,52
08:50:17,0,0,0,0,0,0,0,0,53
08:50:23,0,0,0,0,0,0,0,0,54
08:50:29,0,0,0,0,0,0,0,0,0
08:50:35,0,0,0,0,0,0,0,0,0
08:50:41,0,0,0,0,0,0,0,0,0
08:50:47,0,0,0,0,0,0,0,0,52
08:50:53,0,0,0,0,0,0,0,0,53
08:50:59,0,0,0,0,0,0,0,0,0
08:51:05,0,0,0,0,0,0,0,0,52
08:51:11,0,0,0,0,0,0,0,0,0
08:51:18,0,0,0,0,0,0,0,0,0
08:51:24,0,0,0,0,0,0,0,0,0
08:51:30,0,0,0,0,0,0,0,0,20
08:51:36,0,0,0,0,0,0,0,0,53
08:51:42,0,0,0,0,0,0,0,0,0
08:51:48,0,0,0,0,0,0,0,0,0
08:51:54,0,0,0,0,0,0,0,0,57
08:52:00,0,0,0,0,0,0,0,0,55
08:52:06,0,0,0,0,0,0,0,0,50
08:52:13,0,0,0,0,0,0,0,0,54
08:52:19,0,0,0,0,0,0,0,0,50
08:52:25,0,0,0,0,0,0,0,0,53
08:52:31,0,0,0,0,88,0,0,0,51
08:52:37,0,0,0,0,82,0,0,0,53
08:52:43,0,0,0,0,82,0,0,0,54
08:52:49,0,0,0,0,71,0,0,0,0
08:52:55,0,0,0,0,82,0,0,0,55
08:53:01,0,0,0,0,84,0,0,0,54
08:53:07,0,0,0,0,82,0,0,0,55
08:53:13,0,0,0,0,84,0,0,0,55
08:53:20,0,0,0,0,77,0,0,0,54
08:53:26,0,0,0,0,82,0,0,0,20
08:53:32,0,0,0,0,86,0,0,0,55
08:53:38,0,0,0,0,68,0,0,0,52
08:53:44,0,0,0,0,86,0,0,0,55
08:53:50,0,0,0,0,0,0,0,0,20
08:53:56,0,0,0,0,88,0,0,0,52
08:54:02,0,0,0,0,88,0,0,0,55
08:54:08,0,0,0,0,84,0,0,0,50
08:54:15,0,0,0,0,86,0,0,0,53
